GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(mph),Engine RPM(rpm),Trip Distance(miles),Throttle Position(Manifold)(%)
Thu Feb 18 17:09:09 EST 2016,18-Feb-2016 17:09:09.003,-75.75132972,39.66459033,0.0,9.0,-16.100000381469727,0.0,1.3024458,9.308656,3.86903,0.05513543,0.0,1128.75,-,18.039215087890625
Thu Feb 18 17:09:09 EST 2016,18-Feb-2016 17:09:09.103,-75.75132972,39.66459033,0.0,9.0,-16.100000381469727,0.0,1.0342951,8.619126,4.098873,-0.0024074912,0.0,1128.75,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:09.202,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.842759,8.121132,4.2521024,-0.042608798,0.0,1128.75,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:09.303,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.8810662,8.159439,5.439626,0.022662103,0.0,1132.0,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:09.403,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.49799395,9.844957,3.2944214,0.07847792,0.0,1132.0,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:09.503,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,-0.038307227,10.151415,2.719813,0.09030706,0.0,1122.5,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:09.603,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.80445176,10.381259,2.719813,0.1160174,0.0,1122.5,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:09.703,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.038307227,9.232041,2.9496565,0.0069591403,0.0,1123.25,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:09.803,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.6512229,9.80665,2.7581203,0.05956298,0.0,1123.25,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:09.903,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.076614454,9.500193,2.6431987,0.0242334,0.0,1120.25,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:10.003,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.15322891,9.921572,2.873042,0.072039306,0.0,1120.25,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:10.102,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.19153613,9.423578,2.566584,0.014791906,0.0,1130.25,-,18.039215087890625
Thu Feb 18 17:09:10 EST 2016,18-Feb-2016 17:09:10.203,-75.75133043,39.66459075,0.0,9.0,-16.5,0.0,0.15322891,9.844957,2.7581203,0.061320007,0.0,1130.25,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:10.306,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.22984336,9.921572,2.7581203,0.06898683,0.0,1117.75,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:10.402,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.11492168,9.80665,2.719813,0.05645913,0.0,1117.75,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:10.503,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.22984336,9.768343,2.7581203,0.05395001,0.0,1121.75,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:10.604,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.15322891,9.5385,2.719813,0.030199826,0.0,1121.75,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:10.703,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.11492168,9.615114,2.719813,0.037659347,0.0,1115.5,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:10.802,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.22984336,9.270349,2.4899697,-0.0022361279,0.0,1115.5,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:10.903,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.30645782,9.461885,2.7581203,0.024142325,0.0,1115.5,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:11.003,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.15322891,9.921572,2.681506,0.06677705,0.0,1128.0,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:11.103,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.15322891,9.500193,2.6431987,0.024324358,0.0,1128.0,-,18.039215087890625
Thu Feb 18 17:09:11 EST 2016,18-Feb-2016 17:09:11.203,-75.75133112,39.66459184,0.0,10.0,-16.799999237060547,0.0,0.15322891,9.844957,2.9113493,0.06564134,0.0,1125.75,-,18.039215087890625
Thu Feb 18 17:09:12 EST 2016,18-Feb-2016 17:09:11.303,-75.75132804,39.66459018,0.0,4.0,-16.600000381469727,0.0,0.11492168,9.500193,2.681506,0.025325,0.0,1125.75,-,18.039215087890625
Thu Feb 18 17:09:12 EST 2016,18-Feb-2016 17:09:11.403,-75.75132804,39.66459018,0.0,4.0,-16.600000381469727,0.0,0.19153613,9.691729,2.719813,0.04529482,0.0,1125.75,-,18.039215087890625
Thu Feb 18 17:09:12 EST 2016,18-Feb-2016 17:09:11.503,-75.75132804,39.66459018,0.0,4.0,-16.600000381469727,0.0,0.15322891,9.730036,2.681506,0.047943532,0.0,1125.75,-,18.039215087890625
Thu Feb 18 17:09:12 EST 2016,18-Feb-2016 17:09:11.603,-75.75132804,39.66459018,0.0,4.0,-16.600000381469727,0.0,0.11492168,9.653421,2.6431987,0.039326966,0.0,1120.25,-,18.039215087890625
Thu Feb 18 17:09:12 EST 2016,18-Feb-2016 17:09:11.704,-75.75132804,39.66459018,0.0,4.0,-16.600000381469727,0.0,0.2681506,9.576807,2.719813,0.034203112,0.0,1120.25,-,18.039215087890625
Thu Feb 18 17:09:12 EST 2016,18-Feb-2016 17:09:11.803,-75.75132804,39.66459018,0.0,4.0,-16.600000381469727,0.0,0.038307227,9.844957,2.6431987,0.05811125,0.0,1138.25,-,18.039215087890625
Thu Feb 18 17:09:12 EST 2016,18-Feb-2016 17:09:11.904,-75.75132804,39.66459018,0.0,4.0,-16.600000381469727,0.0,-0.038307227,9.385271,2.719813,0.015075147,0.0,1138.25,-,18.431373596191406
Thu Feb 18 17:09:12 EST 2016,18-Feb-2016 17:09:12.003,-75.75132804,39.66459018,0.0,4.0,-16.600000381469727,0.0,0.22984336,9.998186,2.681506,0.074462,0.0,1139.0,-,18.431373596191406
Thu Feb 18 17:09:12 EST 2016,18-Feb-2016 17:09:12.103,-75.75132804,39.66459018,0.0,4.0,-16.600000381469727,0.0,0.0,9.232041,2.4516625,-0.00729692,0.0,1139.0,-,18.431373596191406
Thu Feb 18 17:09:13 EST 2016,18-Feb-2016 17:09:12.203,-75.75132897,39.66458974,0.0,4.0,-16.399999618530273,0.0,0.15322891,10.036493,2.9113493,0.08437675,0.0,1142.0,-,18.431373596191406
Thu Feb 18 17:09:13 EST 2016,18-Feb-2016 17:09:12.302,-75.75132897,39.66458974,0.0,4.0,-16.399999618530273,0.0,0.076614454,9.232041,2.4899697,-0.006256044,0.0,1142.0,-,18.431373596191406
Thu Feb 18 17:09:13 EST 2016,18-Feb-2016 17:09:12.403,-75.75132897,39.66458974,0.0,4.0,-16.399999618530273,0.0,0.22984336,10.189722,2.719813,0.09432763,0.0,1154.5,-,18.431373596191406
Thu Feb 18 17:09:13 EST 2016,18-Feb-2016 17:09:12.503,-75.75132897,39.66458974,0.0,4.0,-16.399999618530273,0.0,0.15322891,9.232041,2.6431987,-0.0019791126,0.0,1154.5,-,18.431373596191406
Thu Feb 18 17:09:13 EST 2016,18-Feb-2016 17:09:12.603,-75.75132897,39.66458974,0.0,4.0,-16.399999618530273,0.0,0.22984336,10.0748005,2.7581203,0.084040344,0.0,1154.5,-,18.431373596191406
